CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Churn
CUST01061,Male,44,9,136128.51,2,1,1,13500.46,Spain,0
CUST01062,Male,18,2,109096.47,1,0,1,83864.7,France,1
CUST01063,Male,40,7,103874.11,4,0,1,86680.74,France,0
CUST01064,Female,27,8,222040.21,3,1,0,139720.6,Spain,0
CUST01065,Male,59,8,91757.79,3,0,0,64309.59,Spain,1
CUST01066,Male,69,9,214791.72,1,0,0,89886.51,France,1
CUST01067,Male,42,1,77298.15,3,1,0,113686.43,France,0
CUST01068,Male,20,3,132876.0,4,1,0,95192.3,France,0
CUST01069,Male,23,4,35954.94,2,0,0,31864.34,Germany,0
CUST01070,Male,23,2,206257.58,2,1,1,34054.14,Germany,0
CUST01071,Female,19,0,183993.72,4,1,0,29367.53,France,0
CUST01072,Female,35,5,132523.27,3,0,1,40482.05,France,1
CUST01073,Male,40,9,6475.33,1,0,1,55966.17,Spain,0
CUST01074,Male,19,1,120314.33,2,1,0,113553.44,France,0
CUST01075,Male,29,8,56299.13,3,0,1,18529.61,Germany,0
CUST01076,Female,39,0,103343.57,3,1,1,124862.29,France,0
CUST01077,Male,54,8,214106.62,2,1,1,46744.74,Germany,0
CUST01078,Female,37,6,192400.83,2,0,0,95879.32,Spain,0
CUST01079,Male,56,9,60488.23,1,1,1,87387.57,Germany,0
CUST01080,Male,41,1,246238.36,4,0,0,31563.11,Spain,0
CUST01081,Male,65,5,225802.63,3,0,0,50221.6,Germany,0
CUST01082,Male,37,7,132168.36,1,0,1,51428.93,Germany,0
CUST01083,Female,18,1,132537.58,2,0,0,97336.25,Germany,0
CUST01084,Female,18,4,225316.49,4,1,1,120390.07,Germany,1
CUST01085,Male,34,5,159036.2,4,1,0,149480.41,Germany,0
CUST01086,Male,18,2,134172.1,3,1,0,23425.61,Spain,0
CUST01087,Female,69,1,187287.13,4,0,0,141413.35,France,0
CUST01088,Female,62,5,58774.28,2,1,0,88613.65,Spain,1
CUST01089,Female,47,2,219594.35,2,1,1,59947.49,France,0
CUST01090,Female,58,1,132853.81,2,0,0,49840.47,Spain,0
CUST01091,Male,64,0,150874.82,1,0,1,39265.67,Germany,0
CUST01092,Female,20,7,22485.97,2,1,1,87990.45,France,0
CUST01093,Male,63,0,77377.24,1,1,1,142442.37,France,1
CUST01094,Female,28,4,106683.83,2,0,1,35501.83,Spain,0
CUST01095,Female,41,5,103477.38,2,0,0,71063.39,France,0
CUST01096,Female,39,2,194571.09,4,0,0,38538.74,Germany,0
CUST01097,Female,61,6,70580.6,3,1,1,34588.25,France,0
CUST01098,Female,62,1,45527.32,2,1,1,131343.86,Spain,1
CUST01099,Male,43,6,145654.31,4,0,1,46674.76,France,0
CUST01100,Male,30,1,153753.71,4,0,0,44716.06,Spain,0
CUST01101,Female,18,4,30395.83,3,1,0,137370.92,Germany,0
CUST01102,Female,41,6,617.13,4,0,1,64045.64,Spain,0
CUST01103,Male,27,2,229412.27,4,0,0,11220.33,Spain,0
CUST01104,Female,52,3,19909.25,3,0,0,110965.99,France,0
CUST01105,Female,41,0,224466.73,1,1,0,82381.68,Spain,0
CUST01106,Male,45,2,99803.72,3,1,0,118378.4,Spain,1
CUST01107,Female,53,8,163263.98,3,0,1,89841.24,Spain,0
CUST01108,Female,33,9,46403.67,2,1,0,59177.41,Spain,0
CUST01109,Male,57,4,205979.26,2,0,1,19319.0,Spain,0
CUST01110,Male,33,7,45048.35,1,1,1,131231.13,Spain,0
CUST01111,Male,34,1,96627.29,3,1,0,38991.85,France,0
CUST01112,Female,68,2,59506.44,3,0,1,145988.72,France,0
CUST01113,Male,32,6,209376.49,1,0,0,44416.94,Spain,1
CUST01114,Male,33,9,214583.95,2,1,0,125784.98,Spain,0
CUST01115,Male,32,3,93007.22,3,1,1,120424.75,Spain,0
CUST01116,Male,51,8,76844.62,1,0,1,74784.6,Germany,0
CUST01117,Male,28,6,193391.34,2,0,0,66238.54,Spain,0
CUST01118,Male,18,0,219627.99,4,0,1,108456.36,France,0
CUST01119,Female,32,3,156005.0,1,0,1,83997.35,France,1
CUST01120,Female,43,9,231850.92,1,0,0,98474.14,Spain,0
CUST01121,Male,68,5,95760.95,3,1,0,75830.16,France,0
CUST01122,Male,21,5,37971.6,4,0,1,88001.65,France,0
CUST01123,Male,60,9,44910.75,2,0,1,36481.01,Germany,1
CUST01124,Female,22,5,167457.99,4,0,0,17755.49,Spain,0
CUST01125,Female,52,4,101881.61,3,1,0,59829.32,France,0
CUST01126,Female,30,2,39078.65,3,1,0,75220.67,France,0
CUST01127,Female,27,1,73056.71,2,1,0,136844.14,Spain,0
CUST01128,Female,28,2,132651.27,2,0,1,67951.53,France,0
CUST01129,Female,35,8,30361.32,2,0,0,70748.63,Germany,0
CUST01130,Female,51,2,860.62,3,1,0,104476.4,Spain,0
CUST01131,Female,56,2,229324.51,2,1,0,38950.07,France,0
CUST01132,Female,58,0,76215.3,2,0,0,132029.55,Spain,0
CUST01133,Male,59,1,55374.54,2,1,0,69869.74,France,0
CUST01134,Male,67,2,174620.2,1,1,0,140310.18,Germany,1
CUST01135,Male,40,1,213350.68,2,0,0,47977.57,France,0
CUST01136,Male,24,7,158069.69,3,1,1,75182.93,Germany,0
CUST01137,Female,56,5,63620.69,1,0,0,118942.57,Spain,0
CUST01138,Female,20,6,215409.16,3,1,0,87829.75,Germany,0
CUST01139,Male,29,0,127606.8,4,1,1,102574.37,Spain,0
CUST01140,Female,24,5,95297.7,1,0,1,49297.48,France,0
CUST01141,Male,66,1,151181.53,2,1,1,55984.29,France,0
CUST01142,Female,43,5,175153.06,1,0,1,81065.89,France,0
CUST01143,Male,50,2,148457.47,3,1,0,38347.18,France,0
CUST01144,Female,54,6,230061.36,1,1,1,27682.86,Spain,0
CUST01145,Female,65,2,157004.45,4,0,1,128132.34,Spain,0
CUST01146,Male,32,8,219645.18,2,0,1,118479.61,France,0
CUST01147,Female,19,2,146739.61,2,1,0,140487.97,Spain,1
CUST01148,Male,58,6,82419.89,4,0,0,92117.25,Spain,0
CUST01149,Male,24,3,133074.2,3,0,0,68837.14,Spain,0
CUST01150,Male,49,7,21584.17,1,0,1,24422.94,France,0
CUST01151,Male,21,1,57543.66,3,0,0,129065.45,Germany,1
CUST01152,Female,37,7,191557.92,3,1,0,73876.29,Germany,1
CUST01153,Female,67,8,165368.9,3,1,0,88558.74,Spain,0
CUST01154,Female,53,7,41629.68,2,0,1,53893.27,Germany,1
CUST01155,Male,49,5,109503.79,1,1,0,83342.21,Germany,0
CUST01156,Female,45,9,35498.05,2,1,0,119445.32,Spain,0
CUST01157,Male,30,0,213954.46,2,1,1,109716.37,Spain,1
CUST01158,Female,18,6,27292.43,2,1,0,148449.17,Spain,1
CUST01159,Female,52,0,163558.75,1,1,1,79390.86,France,0
CUST01160,Female,65,6,151750.0,4,1,0,84157.96,Germany,0
CUST01161,Male,47,1,118194.16,2,0,1,17381.64,Germany,0
CUST01162,Female,53,7,69558.66,2,1,0,64513.59,Spain,0
CUST01163,Female,42,1,100989.12,2,1,1,139094.61,France,0
CUST01164,Male,33,2,201597.83,1,0,1,59066.67,Spain,0
CUST01165,Female,36,2,190387.7,1,0,1,117255.66,France,0
CUST01166,Male,18,0,184702.28,3,1,1,146863.92,Germany,0
CUST01167,Female,22,4,187455.9,2,1,0,27758.81,Spain,0
CUST01168,Male,68,4,35971.59,2,1,1,56759.03,Spain,0
CUST01169,Male,39,9,24774.11,1,1,1,76412.39,Germany,0
CUST01170,Female,41,4,215374.66,1,0,0,43232.5,France,0
CUST01171,Male,60,8,209293.64,2,0,1,11741.09,France,0
CUST01172,Male,62,5,170329.58,4,0,1,75604.58,Germany,0
CUST01173,Male,69,5,151476.44,3,0,1,85126.26,France,0
CUST01174,Male,54,2,91717.93,3,0,0,97560.82,Germany,0
CUST01175,Male,53,4,56020.65,2,0,0,125810.11,Germany,0
CUST01176,Male,53,9,166914.11,3,1,0,45425.96,Germany,1
CUST01177,Female,21,6,228258.66,3,1,0,18545.05,France,0
CUST01178,Male,53,2,109249.14,2,1,1,22576.88,Spain,0
CUST01179,Male,69,1,75803.12,3,0,1,79637.33,Germany,0
CUST01180,Female,35,4,67685.45,1,1,0,139113.11,France,0
CUST01181,Female,67,2,5926.31,2,0,1,147509.51,Germany,0
CUST01182,Female,33,4,130079.18,1,0,0,38707.18,France,0
CUST01183,Female,58,8,247059.01,2,1,1,31275.43,Germany,1
CUST01184,Female,35,9,203809.43,1,1,0,59486.05,France,0
CUST01185,Female,39,0,224368.68,3,1,0,74944.55,Germany,1
CUST01186,Female,19,3,155291.02,4,1,0,123129.14,Germany,0
CUST01187,Male,38,9,120361.6,1,0,0,118444.95,Germany,0
CUST01188,Male,53,4,247614.25,1,1,1,139173.25,France,0
CUST01189,Female,61,1,111790.53,4,0,0,130134.1,Spain,0
CUST01190,Male,56,1,229207.64,4,0,0,71430.95,Germany,0
CUST01191,Male,64,0,190461.2,1,1,1,12663.2,France,0
CUST01192,Male,56,7,82744.61,1,0,0,43122.54,France,0
CUST01193,Female,46,1,125765.55,1,1,0,95407.62,France,0
CUST01194,Female,43,2,96082.31,2,0,1,80209.21,Spain,1
CUST01195,Male,38,1,34055.82,1,0,1,43622.43,Spain,0
CUST01196,Female,34,3,89191.65,1,0,0,28423.89,Spain,0
CUST01197,Male,33,0,222243.22,4,1,1,40241.7,Germany,1
CUST01198,Male,48,2,188158.92,4,1,0,46364.29,Germany,0
CUST01199,Male,68,4,69395.27,2,1,0,131420.69,France,0
CUST01200,Male,26,9,91978.33,2,1,1,109436.67,France,0
CUST01201,Female,48,0,154108.48,3,0,0,87326.54,Germany,0
CUST01202,Female,31,3,104034.95,1,1,1,12931.74,France,1
CUST01203,Female,66,5,125761.03,1,0,1,124967.49,France,0
CUST01204,Male,54,3,174542.1,4,1,1,87344.91,Spain,1
CUST01205,Female,19,6,116812.71,3,0,0,97827.66,Germany,0
CUST01206,Male,69,6,47742.45,1,0,0,19190.54,Spain,1
CUST01207,Female,65,5,130143.48,3,0,1,124079.01,France,0
CUST01208,Male,63,8,89029.56,2,0,1,126483.94,Germany,1
CUST01209,Male,31,1,72683.56,1,0,1,133667.88,Spain,0
CUST01210,Male,50,9,82027.14,1,0,1,83932.53,Germany,0
CUST01211,Female,52,7,109750.55,2,1,0,65166.23,France,0
CUST01212,Female,56,7,221653.29,1,0,0,20226.49,France,0
CUST01213,Female,64,9,183514.28,2,1,1,37143.91,France,0
CUST01214,Female,68,3,166970.48,2,1,0,41579.64,Germany,0
CUST01215,Male,37,5,117815.05,3,1,1,18776.59,Germany,1
CUST01216,Female,19,5,457.49,4,0,1,31612.52,Spain,0
CUST01217,Female,68,4,85137.68,4,0,0,134152.49,Germany,0
CUST01218,Male,58,0,203298.01,2,0,1,86356.36,Spain,0
CUST01219,Male,36,2,97042.73,3,0,1,117028.78,Spain,0
CUST01220,Male,54,6,140954.78,2,0,0,48503.34,Spain,0
CUST01221,Female,35,7,51184.95,3,1,1,28843.74,Germany,0
CUST01222,Male,33,1,228964.44,3,0,1,62255.54,Germany,0
CUST01223,Male,21,2,230792.61,4,1,0,121017.93,Germany,1
CUST01224,Male,29,3,36517.6,4,0,0,51626.38,Spain,0
CUST01225,Female,46,4,181039.74,3,0,0,38634.88,France,0
CUST01226,Male,24,2,18809.63,4,1,0,13135.6,Spain,1
CUST01227,Female,31,4,149636.9,3,1,0,97361.57,Spain,0
CUST01228,Female,29,7,44663.41,1,0,1,71015.05,Spain,0
CUST01229,Male,52,7,36426.31,2,0,1,46225.95,Germany,1
CUST01230,Male,22,1,1029.95,4,1,0,82765.58,Spain,0
CUST01231,Female,34,5,235214.28,2,0,0,108087.36,Spain,0
CUST01232,Male,59,3,207313.12,4,0,0,44645.35,Spain,0
CUST01233,Male,49,8,19368.89,2,0,0,95227.89,France,0
CUST01234,Female,27,9,149843.9,2,0,0,46421.4,Germany,0
CUST01235,Female,60,1,58224.56,4,0,1,148132.52,Spain,0
CUST01236,Male,34,7,66003.97,4,0,0,112534.64,Spain,1
CUST01237,Female,22,0,218542.58,4,1,0,94372.14,France,0
CUST01238,Male,62,5,28581.44,4,0,1,34126.31,Germany,0
CUST01239,Male,59,9,150372.53,3,1,0,92095.14,Spain,0
CUST01240,Male,26,0,100313.88,4,0,1,122063.85,Germany,0
CUST01241,Female,66,1,47700.15,4,1,0,113195.03,Spain,0
CUST01242,Male,50,2,112979.52,4,0,1,118923.53,Spain,0
CUST01243,Male,53,8,235122.32,1,1,0,54491.94,Germany,1
CUST01244,Male,53,4,195402.51,2,1,0,55956.9,France,0
CUST01245,Female,35,9,33027.85,4,0,1,85443.75,Spain,0
CUST01246,Female,26,9,212357.43,4,1,1,49012.13,Germany,1
CUST01247,Female,46,1,234360.13,2,1,0,25821.84,Spain,1
CUST01248,Female,67,9,69241.07,2,0,1,74557.06,Spain,1
CUST01249,Female,31,4,83354.92,3,0,0,10269.38,France,0
CUST01250,Male,42,4,31577.48,2,1,1,116506.16,France,0
CUST01251,Female,32,0,86235.03,2,0,1,114956.17,Germany,0
CUST01252,Female,23,2,168285.2,1,1,0,87268.22,Spain,1
CUST01253,Female,59,4,68038.75,3,0,0,114666.66,Spain,0
CUST01254,Male,46,8,1706.25,1,1,1,97433.96,Germany,0
CUST01255,Female,32,9,84636.16,2,1,0,107643.74,Spain,1
CUST01256,Female,46,0,113293.51,4,1,1,19051.82,Spain,0
CUST01257,Male,21,7,141589.01,3,1,0,133377.16,Germany,0
CUST01258,Female,35,0,170956.28,2,0,0,100150.38,France,0
CUST01259,Male,67,8,15446.09,2,1,1,95488.31,Spain,0
CUST01260,Male,66,5,117437.99,4,0,0,64213.73,France,0
CUST01261,Male,61,0,66590.62,4,0,1,13938.96,France,0
CUST01262,Male,56,7,236992.39,4,1,1,136204.64,France,0
CUST01263,Male,33,4,89974.63,3,1,0,147993.13,Germany,0
CUST01264,Female,28,6,25030.92,1,1,0,123090.13,Germany,1
CUST01265,Male,31,6,10372.87,3,1,1,138105.48,Germany,1
CUST01266,Male,20,6,66351.47,4,0,1,26934.04,France,0
CUST01267,Female,68,5,44719.68,3,1,1,28014.53,France,0
CUST01268,Male,67,7,162449.91,4,1,1,133144.87,France,0
CUST01269,Female,59,8,211741.64,1,0,1,18050.83,Spain,0
CUST01270,Female,55,1,78139.68,3,0,0,23048.49,France,0
CUST01271,Female,62,6,144447.86,1,1,1,124358.64,Spain,0
CUST01272,Male,59,1,182576.32,1,1,1,87976.45,France,0
CUST01273,Male,35,5,99621.92,4,1,1,64841.79,Spain,0
CUST01274,Male,37,1,16581.4,3,1,1,87482.78,Spain,0
CUST01275,Female,65,9,57296.23,3,1,1,133024.68,Germany,0
CUST01276,Male,42,5,220766.45,1,1,1,115998.52,Germany,0
CUST01277,Male,55,1,206120.07,4,1,1,106825.03,France,1
CUST01278,Male,30,0,21633.13,1,1,1,146763.98,Germany,0
CUST01279,Female,21,6,55987.18,1,1,1,82982.95,Spain,0
CUST01280,Female,31,2,192291.32,1,1,1,10885.37,Germany,0
CUST01281,Male,50,3,121474.56,1,0,0,70064.6,Germany,0
CUST01282,Male,45,5,189991.76,3,0,0,23520.07,Spain,0
CUST01283,Male,69,4,52773.12,2,1,0,26303.53,France,0
CUST01284,Male,54,3,238174.53,3,1,1,45686.13,France,1
CUST01285,Female,25,8,195901.86,4,1,1,63391.41,Spain,0
CUST01286,Female,61,5,49363.08,2,1,1,77423.94,Germany,0
CUST01287,Female,51,5,139612.3,1,1,1,33774.81,France,0
CUST01288,Female,61,1,28274.28,3,0,1,53640.85,Spain,0
CUST01289,Male,22,5,90358.7,2,1,0,48715.52,France,0
CUST01290,Male,22,6,164905.34,1,0,1,61134.64,Spain,0
CUST01291,Male,48,7,82531.92,3,1,1,25118.68,Germany,1
CUST01292,Female,62,7,164189.6,2,1,1,65627.73,France,0
CUST01293,Male,26,8,61194.87,3,1,1,87609.07,Spain,0
CUST01294,Female,59,9,180301.7,2,1,1,23572.74,France,0
CUST01295,Female,49,2,89897.39,4,1,1,82907.83,Germany,0
CUST01296,Male,50,9,197620.32,3,1,0,115827.8,France,1
CUST01297,Male,20,6,34172.48,3,1,1,11153.56,Spain,0
CUST01298,Male,47,6,90494.49,2,1,0,16653.95,Germany,1
CUST01299,Female,67,0,115983.11,4,0,1,75306.4,Spain,1
CUST01300,Male,29,7,105961.38,3,1,1,132188.86,Germany,0
CUST01301,Female,46,3,108273.63,4,1,1,149690.42,France,1
CUST01302,Male,20,4,111200.83,4,1,0,23075.13,Germany,0
CUST01303,Female,43,5,247200.88,3,1,1,12567.87,Germany,0
CUST01304,Female,47,2,48289.28,1,1,0,42027.79,Germany,0
CUST01305,Male,26,4,192165.96,2,0,1,75445.83,Germany,0
CUST01306,Female,43,9,137947.2,3,1,1,90051.43,Spain,0
CUST01307,Female,19,4,103407.1,4,0,1,146287.89,Germany,0
CUST01308,Male,20,0,158382.18,2,0,1,134384.92,Spain,0
CUST01309,Female,63,2,213382.86,3,1,0,88693.82,Spain,0
CUST01310,Male,21,2,116659.59,2,0,1,60639.94,France,0
CUST01311,Female,42,0,216200.34,2,1,0,54981.6,France,0
CUST01312,Male,68,6,23449.58,4,0,0,90167.45,Germany,0
CUST01313,Male,30,0,163271.06,1,1,1,110989.4,Germany,0
CUST01314,Female,56,6,83295.02,1,0,0,77433.22,France,0
CUST01315,Female,61,3,96678.83,2,1,0,52615.83,France,0
CUST01316,Female,52,8,142754.94,4,0,1,95843.15,Spain,0
CUST01317,Female,40,6,119979.2,4,0,0,88111.88,Germany,0
CUST01318,Female,26,4,95444.86,3,1,0,69831.57,France,1
CUST01319,Male,19,6,77080.86,2,0,1,114769.81,France,0
CUST01320,Female,58,8,154578.83,3,0,1,49510.96,Spain,0
CUST01321,Male,61,9,126394.91,4,0,0,77889.5,Spain,0
CUST01322,Male,48,5,80827.28,2,0,0,141647.53,France,0
CUST01323,Female,61,0,51240.25,1,1,0,111196.02,Germany,0
CUST01324,Male,64,5,193617.05,1,0,0,64316.06,Spain,0
CUST01325,Male,19,0,199928.73,3,1,0,86464.88,Spain,0
CUST01326,Male,49,3,53447.03,2,1,1,66767.47,Germany,0
CUST01327,Male,35,7,65412.25,4,0,0,25756.72,France,0
CUST01328,Female,30,4,59785.76,3,0,0,56891.21,France,1
CUST01329,Male,63,4,221142.44,1,1,1,130462.04,Germany,0
CUST01330,Female,22,9,193532.6,4,1,1,74568.28,Germany,0
CUST01331,Female,59,7,18643.38,2,1,0,91849.25,Spain,0
CUST01332,Male,61,7,208166.49,1,0,1,35402.55,France,0
CUST01333,Female,27,0,9212.96,4,0,0,59872.39,France,0
CUST01334,Female,60,4,63299.95,1,0,1,140088.7,France,0
CUST01335,Female,42,4,229747.85,2,1,1,53994.37,Germany,1
CUST01336,Male,51,7,216082.82,3,0,1,45078.55,Germany,1
CUST01337,Female,54,0,195358.63,4,1,1,17825.97,France,0
CUST01338,Female,47,6,114386.81,4,1,1,23612.31,Germany,0
CUST01339,Female,24,6,80353.53,2,1,0,91870.51,Germany,0
CUST01340,Male,23,8,220386.46,1,1,0,102404.59,Germany,0
CUST01341,Female,20,1,164268.52,1,1,1,99821.27,France,0
CUST01342,Male,30,2,73877.21,1,0,1,85576.11,France,1
CUST01343,Male,20,3,115798.97,4,1,1,78735.98,France,0
CUST01344,Male,43,0,220375.06,4,0,1,20099.73,Spain,1
CUST01345,Male,41,6,225863.86,1,1,0,127697.35,France,1
CUST01346,Male,23,9,164825.52,4,0,1,81831.31,Spain,0
CUST01347,Male,60,2,183138.97,3,0,1,28468.05,Germany,1
CUST01348,Female,66,2,9824.46,2,1,0,29018.92,Germany,0
CUST01349,Male,59,2,151150.13,2,0,1,81813.91,Germany,0
CUST01350,Female,29,7,172248.14,4,0,0,44240.72,France,0
CUST01351,Female,66,8,5094.29,3,1,1,139075.1,Spain,0
CUST01352,Male,53,9,210964.75,3,1,1,79852.85,France,0
CUST01353,Female,19,1,232071.25,1,1,0,146978.59,France,1
CUST01354,Female,28,9,59484.11,2,0,1,112782.22,Germany,0
CUST01355,Female,56,9,211448.98,2,0,0,123497.84,Spain,0
CUST01356,Female,51,0,166378.15,2,0,0,64443.03,France,0
CUST01357,Male,43,8,145173.95,4,1,0,28762.91,Spain,0
CUST01358,Female,35,5,210781.49,3,0,0,106557.49,France,0
CUST01359,Male,38,8,71402.63,1,1,1,66989.97,Germany,0
CUST01360,Female,53,5,197714.04,4,1,1,142843.46,France,0
CUST01361,Female,57,1,78630.19,1,0,0,37108.51,Spain,0
CUST01362,Male,69,0,196864.14,4,0,0,97710.48,Germany,0
CUST01363,Female,63,7,112763.5,2,1,0,131248.57,France,0
CUST01364,Female,61,2,29236.37,1,1,0,66396.07,Spain,0
CUST01365,Female,39,0,95379.97,3,0,0,143513.47,Spain,0
CUST01366,Male,47,7,58373.32,3,1,1,20726.32,Germany,0
CUST01367,Female,67,0,25132.89,4,1,1,92169.6,Germany,1
CUST01368,Male,60,7,27571.77,2,0,0,118834.14,France,0
CUST01369,Female,47,0,195017.85,4,1,1,38252.97,Germany,0
CUST01370,Male,25,8,220349.46,1,0,1,18100.04,France,0
CUST01371,Male,51,8,231782.28,3,0,0,21185.67,Spain,0
CUST01372,Female,64,8,213486.54,3,0,1,54692.09,Germany,0
CUST01373,Female,26,2,207556.02,3,1,0,41244.04,Spain,0
CUST01374,Male,68,3,17208.96,3,0,0,41344.62,Spain,0
CUST01375,Male,37,4,197530.9,1,0,1,74192.94,France,0
CUST01376,Female,57,5,195820.66,3,0,1,21890.73,Germany,0
CUST01377,Male,42,8,32822.6,4,0,0,149370.09,France,0
CUST01378,Female,36,3,165502.31,3,0,1,107413.07,Germany,0
CUST01379,Female,22,5,113126.83,1,0,0,14241.07,France,0
CUST01380,Female,28,0,225003.38,2,1,0,106866.58,France,0
CUST01381,Female,32,1,173852.09,2,1,0,120855.89,France,1
CUST01382,Male,25,7,237746.88,3,1,0,36706.71,Spain,0
CUST01383,Female,36,3,26230.66,2,1,0,127638.75,Germany,0
CUST01384,Male,40,9,10151.83,1,0,0,95647.1,Spain,0
CUST01385,Female,44,6,243394.84,3,1,0,124919.8,Spain,0
CUST01386,Male,57,3,20048.04,1,1,1,110337.11,France,0
CUST01387,Female,49,8,96548.96,2,1,1,108648.01,France,0
CUST01388,Male,43,8,162492.66,2,0,0,32153.75,Spain,0
CUST01389,Male,44,3,220014.17,3,0,1,54211.56,Germany,0
CUST01390,Female,36,7,63644.33,2,0,1,83254.36,France,0
CUST01391,Female,67,5,7264.55,3,1,0,25756.52,Spain,0
CUST01392,Female,59,0,130321.7,3,0,0,76989.03,Germany,0
CUST01393,Female,46,6,117778.01,4,0,1,72344.82,Germany,0
CUST01394,Male,56,0,76723.3,4,0,0,42469.27,Spain,0
CUST01395,Female,58,2,218474.84,4,1,1,37960.49,Spain,0
CUST01396,Male,50,7,187330.54,1,0,0,44632.38,Germany,0
CUST01397,Male,36,8,214529.1,2,1,0,94714.95,Germany,1
CUST01398,Female,54,2,40452.24,2,1,0,68093.33,Spain,0
CUST01399,Male,36,0,173102.99,4,0,0,67954.27,Spain,0
CUST01400,Male,50,0,243775.43,3,0,1,35442.65,Germany,0
CUST01401,Male,64,6,152978.47,3,0,0,120231.25,France,1
CUST01402,Male,33,4,42841.09,3,0,0,108053.11,Germany,0
CUST01403,Female,40,0,248945.1,3,1,0,70070.51,Germany,0
CUST01404,Female,24,5,132080.9,1,1,1,29908.27,Germany,0
CUST01405,Female,43,5,210014.75,2,1,1,110058.12,Germany,1
CUST01406,Female,49,3,37340.36,4,1,0,135838.21,France,0
CUST01407,Male,29,6,166524.05,1,0,0,34956.67,Spain,0
CUST01408,Male,25,6,228154.42,2,1,0,94372.46,Germany,0
CUST01409,Female,22,8,133004.45,1,1,0,69403.23,Spain,0
CUST01410,Female,59,0,72165.02,3,0,1,22271.05,Spain,0
CUST01411,Female,45,4,31855.46,1,1,1,111615.78,Spain,0
CUST01412,Male,22,9,73986.17,1,0,0,19960.61,Germany,0
CUST01413,Female,66,2,88721.05,3,0,0,108312.41,Germany,0
CUST01414,Female,43,6,177488.78,3,0,1,49361.41,Germany,0
CUST01415,Female,22,3,44655.35,4,1,0,89192.37,France,0
CUST01416,Male,39,3,26526.21,4,0,0,32463.54,Spain,1
CUST01417,Male,32,0,96734.89,2,0,1,61925.56,France,0
CUST01418,Male,30,0,114663.4,4,0,0,24572.53,France,0
CUST01419,Male,45,9,157096.26,4,1,1,75422.51,Germany,0
CUST01420,Male,50,1,176882.83,2,1,0,39860.7,Spain,0
CUST01421,Male,60,1,222319.43,1,0,0,36310.27,Spain,0
CUST01422,Male,40,0,72238.39,1,1,1,25001.34,Germany,0
CUST01423,Male,50,7,132151.96,1,1,1,117160.76,Germany,1
CUST01424,Female,60,5,91510.18,3,1,1,99532.78,France,0
CUST01425,Female,35,5,355.42,2,1,1,31966.56,Germany,1
CUST01426,Male,67,9,144857.96,1,1,1,76140.11,France,0
CUST01427,Male,47,9,203949.02,4,0,1,102523.85,Spain,0
CUST01428,Female,43,8,9109.87,4,1,0,132929.62,France,1
CUST01429,Male,33,4,872.94,4,1,0,18340.1,Germany,0
CUST01430,Male,30,3,181954.6,2,1,1,60729.69,Spain,0
CUST01431,Male,56,5,170964.93,2,1,0,96233.45,France,0
CUST01432,Female,50,7,101463.03,4,0,0,12186.44,France,1
CUST01433,Female,43,0,165401.22,3,0,1,44093.7,Spain,0
CUST01434,Female,65,6,238346.52,3,1,0,114286.07,France,0
CUST01435,Female,18,7,61965.7,1,0,1,59803.12,France,0
CUST01436,Female,66,8,61481.65,1,1,1,21829.26,France,0
CUST01437,Male,55,7,46558.05,1,1,1,97723.35,Germany,0
CUST01438,Female,19,6,180996.69,1,0,1,45007.39,Germany,0
CUST01439,Male,66,2,88297.31,1,0,1,108231.57,Germany,1
CUST01440,Male,23,1,247173.28,2,1,1,136024.48,France,0
CUST01441,Female,63,2,178662.23,2,1,1,83900.27,Spain,0
CUST01442,Female,67,3,91844.22,3,0,1,93880.14,France,1
CUST01443,Male,55,3,37296.51,3,1,0,82016.83,France,1
CUST01444,Male,59,5,148006.2,2,1,1,124441.89,Germany,1
CUST01445,Male,41,6,73725.81,3,0,0,43840.05,Germany,0
CUST01446,Female,35,3,226377.27,4,0,1,66216.14,France,0
CUST01447,Female,44,9,110351.1,3,0,0,135304.4,Germany,0
CUST01448,Female,58,5,73162.49,4,1,1,111310.44,France,0
CUST01449,Female,25,8,147137.95,4,1,1,54812.02,Germany,0
CUST01450,Female,45,5,34243.63,1,0,0,126568.52,France,1
CUST01451,Male,27,2,140387.27,3,0,0,43435.39,France,1
CUST01452,Female,34,0,14027.87,4,1,1,98785.11,Spain,0
CUST01453,Male,46,9,151722.17,3,1,1,143903.97,Germany,0
CUST01454,Male,23,9,132540.96,3,1,0,90459.54,Spain,0
CUST01455,Male,31,4,130191.5,2,0,1,121925.38,Germany,0
CUST01456,Female,39,9,171041.1,2,0,0,112960.3,Germany,0
CUST01457,Female,23,9,11114.15,1,1,1,131200.94,Germany,0
CUST01458,Female,43,2,114932.87,3,1,1,145626.99,Spain,0
CUST01459,Male,56,7,111009.67,2,1,0,13124.32,Germany,0
CUST01460,Male,29,9,114945.61,4,1,1,13901.77,France,0
CUST01461,Male,52,0,244972.74,4,0,1,93219.12,France,0
CUST01462,Male,31,1,34819.62,1,0,1,143594.35,Germany,1
CUST01463,Male,39,2,172607.44,4,0,0,77995.63,Germany,0
CUST01464,Male,68,2,100499.03,3,0,1,127569.14,Germany,0
CUST01465,Female,40,7,127931.63,4,0,0,117507.09,Germany,0
CUST01466,Female,65,4,190598.48,1,1,0,79755.32,Germany,1
